transaction,platform,country_name,journey_id,channel_id,timestamp,timestamp_conversion,s
0,mobileWeb,United Kingdom,120736,1,2866.28542388894,,1
0,mobileWeb,Italy,120799,8,1793.29464666668,,1
0,mobileWeb,Russia,120865,1,4372.41114388889,,1
0,mobileWeb,Pakistan,120867,1,4545.96159472223,,1
0,desktop,,120925,6,5604.47622083325,,1
0,mobileWeb,France,120966,1,3093.27031499997,,1
0,desktop,Germany,121030,1,5028.76677083329,,1
0,mobileWeb,Netherlands,121117,1,6359.76620472223,,1
0,desktop,Hong Kong,121121,3,4617.14224222227,,1
0,mobileWeb,Germany,121172,1,2266.0199847222,,1
0,desktop,Brazil,121202,5,4894.09027444437,,1
0,ios,France,121203,3,4150.86707666662,,1
0,mobileWeb,Italy,121208,4,2971.09455527779,,1
0,mobileWeb,Brazil,121223,1,5759.72209722223,,1
0,mobileWeb,South Africa,121352,1,4818.25001083332,,1
0,mobileWeb,Bulgaria,121389,7,5314.80342138891,,1
0,mobileWeb,Poland,121420,5,6333.12883166666,,1
0,mobileWeb,United States,121437,1,1061.49692388886,,1
0,mobileWeb,United Kingdom,121477,1,879.870962222223,,1
0,desktop,United States,121509,3,2343.1218636111,,1
0,mobileWeb,Italy,121543,5,3069.61518138886,,1
0,mobileWeb,Ireland,121565,5,3058.58680749993,,1
0,mobileWeb,Brazil,121635,1,5884.98261027783,,1
0,desktop,Taiwan,121652,2,1026.55183416669,,1
0,desktop,United States,121653,5,4913.01879499998,,1
0,mobileWeb,Spain,121667,1,3760.42376999994,,1
0,desktop,Germany,121682,1,5875.93912,,1
0,mobileWeb,Indonesia,121705,1,5073.09431611112,,1
0,desktop,United States,121717,1,5356.10528194445,,1
0,mobileWeb,Netherlands,121749,5,2675.64537250006,,1
0,desktop,Sweden,121756,2,5928.52947527776,,1
0,mobileWeb,France,121761,1,3444.09594833327,,1
0,mobileWeb,France,121762,1,2411.37078166666,,1
0,desktop,United States,121798,1,6186.75754638884,,1
0,mobileWeb,United States,121888,1,2276.7859402778,,1
0,mobileWeb,United Kingdom,121919,1,3353.59560944448,,1
0,mobileWeb,Myanmar,121928,1,1542.45171916665,,1
0,desktop,Germany,121944,1,5226.50432666671,,1
0,desktop,Spain,121960,1,4483.61042472225,,1
0,desktop,Spain,122010,1,3159.47939861106,,1
0,mobileWeb,Canada,122019,3,5872.95956638886,,1
0,mobileWeb,Spain,122022,1,4165.24550416664,,1
0,desktop,Canada,122026,1,6055.03145583335,,1
0,mobileWeb,South Africa,122030,1,5349.39850472222,,1
0,desktop,Australia,122036,1,5999.22721361107,,1
0,mobileWeb,Spain,122042,3,2706.88169500005,,1
0,desktop,United States,122046,5,3514.89544972224,,1
0,mobileWeb,Singapore,122047,1,272.775371944415,,1
0,mobileWeb,Japan,122103,1,3199.50132861105,,1
0,desktop,India,122118,3,5414.54458972218,,1
0,desktop,United States,122124,5,5076.5066138889,,1
0,mobileWeb,Portugal,122134,1,5032.21833555563,,1
0,mobileWeb,India,122135,9,2216.91339361115,,1
0,mobileWeb,Australia,122136,1,4875.38873777783,,1
0,mobileWeb,France,122155,1,1437.54051250004,,1
0,desktop,Denmark,122156,2,3236.73046444444,,1
0,mobileWeb,United States,122158,5,5887.89736027777,,1
0,mobileWeb,Turkey,122164,1,2708.21375416667,,1
0,mobileWeb,France,122182,1,3609.23630111106,,1
0,android,United Kingdom,122217,11,3255.38738805556,,1
0,desktop,United States,122224,1,4998.30131944444,,1
0,desktop,France,122267,1,5106.0606363889,,1
0,mobileWeb,Germany,122300,1,1770.58641194447,,1
0,desktop,Austria,122306,7,2560.93892027775,,1
0,mobileWeb,Italy,122323,3,3710.45767250005,,1
0,mobileWeb,Austria,122376,1,5098.22366638889,,1
0,mobileWeb,Hong Kong,122392,3,5432.13155527774,,1
0,mobileWeb,Turkey,122404,1,3056.19992138894,,1
0,mobileWeb,Germany,122410,2,5755.57772999996,,1
0,desktop,Germany,122443,2,3685.48388000001,,1
0,mobileWeb,Italy,122482,5,5187.22289555561,,1
0,desktop,Costa Rica,122504,1,1372.27553805558,,1
0,mobileWeb,Spain,122505,2,2534.46476111107,,1
0,desktop,United States,122508,5,3465.96686694445,,1
0,mobileWeb,France,122529,1,3326.98804722226,,1
0,mobileWeb,Germany,122543,2,6303.24281888886,,1
0,mobileWeb,United Kingdom,122549,1,707.783674166596,,1
0,mobileWeb,Croatia,122590,1,2206.5297119444,,1
0,desktop,Australia,122612,1,5674.66801611107,,1
0,desktop,France,122627,1,5462.01807194442,,1
0,desktop,United States,122661,2,6101.31791944447,,1
0,mobileWeb,Italy,122679,1,3007.56152111106,,1
0,mobileWeb,United Kingdom,122680,5,5625.10246527771,,1
0,mobileWeb,United Kingdom,122712,3,2973.62906250003,,1
0,desktop,Portugal,122735,9,2466.61382749997,,1
0,mobileWeb,Canada,122743,1,3294.4467297222,,1
0,desktop,Italy,122799,1,973.918268055539,,1
0,mobileWeb,Australia,122834,1,653.088038888876,,1
0,mobileWeb,South Korea,122839,1,1542.1164730555,,1
0,desktop,,122840,6,5971.87990055559,,1
0,mobileWeb,Germany,122960,1,3421.08541361115,,1
0,mobileWeb,United Arab Emirates,122966,6,822.047659166681,,1
0,desktop,Italy,122976,1,2592.85676666675,,1
0,desktop,Spain,123015,1,4153.43398416665,,1
0,desktop,France,123020,1,5963.99769861112,,1
0,desktop,United Kingdom,123041,3,4747.92766694451,,1
0,mobileWeb,United Arab Emirates,123048,2,3469.97511444439,,1
0,mobileWeb,Romania,123067,7,3440.75120499998,,1
0,mobileWeb,South Africa,123079,1,6153.45047499996,,1
0,mobileWeb,Poland,123103,2,4820.4890722222,,1
0,mobileWeb,Spain,123109,2,6329.48696638882,,1
0,mobileWeb,Mexico,123132,1,6233.14572583331,,1
0,mobileWeb,Italy,123147,1,4930.49892888893,,1
0,mobileWeb,Chile,123174,3,5894.70989694446,,1
0,desktop,Mexico,123177,1,2346.73949222214,,1
0,desktop,Spain,123196,5,3815.14873166668,,1
0,mobileWeb,Italy,123295,1,5884.62246805558,,1
0,desktop,Australia,123341,2,2761.8934863889,,1
0,mobileWeb,Turkey,123344,3,5924.50606138888,,1
0,desktop,United Kingdom,123346,1,3088.46848722221,,1
0,desktop,Germany,123351,5,3225.14547027781,,1
0,mobileWeb,Australia,123372,1,3393.86408388888,,1
0,desktop,Germany,123442,7,3588.25685861107,,1
0,mobileWeb,United Arab Emirates,123467,1,3573.01779250003,,1
0,desktop,France,123487,1,6327.21374388889,,1
0,mobileWeb,Poland,123495,1,2727.76229194447,,1
0,desktop,New Caledonia,123523,2,2689.73324277782,,1
0,desktop,Malaysia,123535,1,5312.11814444442,,1
0,ios,Greece,123547,11,3512.30337972217,,1
0,mobileWeb,Spain,123561,1,5110.61365083332,,1
0,desktop,Israel,123588,5,2773.63409194443,,1
0,desktop,United States,123590,5,4586.56933083333,,1
0,desktop,Australia,123591,1,3580.24650638888,,1
0,desktop,France,123606,2,6088.85088694451,,1
0,mobileWeb,Mexico,123688,1,3652.0859233333,,1
0,desktop,Croatia,123728,1,2459.55213805556,,1
0,desktop,Netherlands,123730,1,4025.96313416661,,1
0,mobileWeb,Peru,123733,5,3098.73918694444,,1
0,mobileWeb,Chile,123734,1,5494.82942944445,,1
0,desktop,Netherlands,123737,5,2032.76917666663,,1
0,desktop,Italy,123803,7,4267.43453222216,,1
0,mobileWeb,Portugal,123806,1,4578.49592027778,,1
0,mobileWeb,France,123811,5,6256.22609694442,,1
0,mobileWeb,Morocco,123813,1,4284.80956861109,,1
0,mobileWeb,United States,123834,1,4388.74081527779,,1
0,mobileWeb,Germany,123865,5,3930.07181916671,,1
0,desktop,United States,123890,5,3434.53773222218,,1
0,desktop,United States,123904,1,4470.46457805554,,1
0,mobileWeb,United States,123913,3,3644.35762916668,,1
0,mobileWeb,Poland,123940,1,3370.12853138894,,1
0,mobileWeb,United Kingdom,123995,7,4990.3913463889,,1
0,mobileWeb,Chile,124011,1,2956.63947194436,,1
0,desktop,United States,124012,1,5799.79974694445,,1
0,desktop,Australia,124018,1,6201.98461666668,,1
0,mobileWeb,South Africa,124023,7,1590.79176749999,,1
0,desktop,Mexico,124026,1,2638.87773111113,,1
0,mobileWeb,Canada,124082,1,4199.43923111114,,1
0,mobileWeb,Belgium,124104,1,2457.58285861107,,1
0,mobileWeb,United Kingdom,124105,6,5928.33315888885,,1
0,desktop,Spain,123015,1,4153.42204000003,,1
0,desktop,United States,124158,1,3434.4546519444,,1
0,android,Germany,124159,1,5536.12544083333,,1
0,desktop,Singapore,124162,5,5997.6546313889,,1
0,desktop,South Korea,124166,3,6315.86122555548,,1
0,desktop,Australia,124177,1,1322.91807472223,,1
0,desktop,Saudi Arabia,124188,5,6349.57817833335,,1
0,desktop,United States,124191,9,4916.8384472222,,1
0,mobileWeb,Ireland,124193,1,5568.46872166666,,1
0,desktop,Mexico,124203,5,3143.73376666667,,1
0,mobileWeb,Czechia,124264,3,4544.8274541666,,1
0,mobileWeb,United Kingdom,124272,1,3059.66358555551,,1
0,desktop,United States,124286,3,5169.50995833334,,1
0,mobileWeb,Singapore,124303,5,5972.14246694447,,1
0,desktop,United States,124324,1,5277.98169388884,,1
0,desktop,Spain,124345,6,4119.51402805554,,1
0,desktop,Ukraine,124350,1,2314.47871861106,,1
0,desktop,Belgium,124355,3,6231.49995222222,,1
0,mobileWeb,Netherlands,124357,3,3011.66207861109,,1
0,desktop,United States,124407,5,4812.71701861115,,1
0,mobileWeb,United States,124446,1,2993.2711833333,,1
0,mobileWeb,Germany,124461,3,4317.2115552777,,1
0,desktop,United States,124472,5,4843.90194222226,,1
0,mobileWeb,United States,124477,1,4222.52636833332,,1
0,mobileWeb,Finland,124479,4,3535.58555861108,,1
0,mobileWeb,France,124501,1,2806.50127388892,,1
0,mobileWeb,India,124533,1,2920.33252916671,,1
0,mobileWeb,New Zealand,124539,1,6032.87558666669,,1
0,mobileWeb,Japan,124566,1,2192.82337777782,,1
0,desktop,Serbia,124574,5,3850.99331666663,,1
0,mobileWeb,Italy,124603,6,3657.32642833336,,1
0,desktop,Germany,124667,2,3442.66330833331,,1
0,desktop,Germany,124676,7,141.446422777779,,1
0,desktop,Finland,124692,1,5179.95076805551,,1
0,mobileWeb,Italy,124734,1,2314.99441944441,,1
0,desktop,Sweden,124770,1,3185.96013861109,,1
0,mobileWeb,Netherlands,124771,1,519.425228055508,,1
0,mobileWeb,Germany,124778,1,2296.10245305556,,1
0,mobileWeb,Hong Kong,124789,5,2855.7254430555,,1
0,mobileWeb,France,124801,1,3897.21353666665,,1
0,mobileWeb,Portugal,124853,7,5747.82156555547,,1
0,desktop,United States,124877,5,4689.43437583337,,1
0,desktop,Canada,124910,5,5189.64265805559,,1
0,mobileWeb,France,124912,3,6068.37837833335,,1
0,desktop,Germany,124940,8,4070.55400333327,,1
0,mobileWeb,Spain,124943,1,1097.95929861109,,1
0,mobileWeb,United Kingdom,124946,1,3810.64151527779,,1
0,desktop,Hong Kong,124956,1,5867.3527919444,,1
0,desktop,Argentina,124964,1,6001.8416836111,,1
0,ios,United States,125002,6,5156.73962250003,,1
0,mobileWeb,United Kingdom,125003,1,3087.8173991667,,1
0,desktop,Singapore,125023,5,2740.39463222219,,1
0,mobileWeb,Portugal,125050,1,3806.8287380556,,1
0,mobileWeb,Australia,125056,1,4744.11172666668,,1
0,desktop,France,125067,1,5507.86439694447,,1
0,mobileWeb,United Kingdom,125074,7,2327.55252333329,,1
0,desktop,Sweden,125079,1,3716.23132527777,,1
0,mobileWeb,United Arab Emirates,125089,5,6114.82486944448,,1
0,desktop,Italy,125091,5,4119.70726361108,,1
0,desktop,Switzerland,125092,1,3590.01559916668,,1
0,desktop,,125096,3,5222.8402019444,,1
0,desktop,Spain,125106,1,4221.05194944446,,1
0,desktop,Hong Kong,125133,3,5363.23974138888,,1
0,mobileWeb,South Africa,125155,1,4714.1021569444,,1
0,ios,France,121203,3,4150.86652388884,,1
0,mobileWeb,United States,125206,1,6233.74141861108,,1
0,mobileWeb,Germany,125232,1,93.0098591666902,,1
0,android,Germany,125243,11,3907.61666027783,,1
0,mobileWeb,Spain,125251,1,3808.64915583335,,1
0,mobileWeb,Japan,125255,1,3448.71118000004,,1
0,mobileWeb,Curaçao,125268,3,6065.89057777776,,1
0,desktop,United Kingdom,125276,1,1914.70260611112,,1
0,desktop,Spain,125300,1,4356.85835277778,,1
0,desktop,Argentina,125309,1,2318.67861944443,,1
0,desktop,Finland,125314,2,3923.53266638884,,1
0,mobileWeb,India,125329,1,2405.01771194441,,1
0,mobileWeb,Hong Kong,125337,3,4810.6483780556,,1
0,desktop,United States,125342,5,2661.1994527778,,1
0,mobileWeb,Peru,125351,1,3572.35748277779,,1
0,android,Sweden,125433,6,5087.94221666665,,1
0,mobileWeb,Italy,125442,5,3018.8535869444,,1
0,mobileWeb,Spain,125444,5,3394.75499333336,,1
0,mobileWeb,Japan,125523,6,3656.00548250001,,1
0,mobileWeb,India,125530,1,3699.79084972217,,1
0,mobileWeb,Australia,125546,3,6270.068455,,1
0,desktop,,125551,6,4769.57822833333,,1
0,mobileWeb,Peru,125569,1,5260.64358277782,,1
0,mobileWeb,Ecuador,125591,1,4917.31582444446,,1
0,desktop,United States,125632,4,4601.76656972215,,1
0,desktop,United States,125651,1,6174.82454388886,,1
0,desktop,United States,125652,5,5471.31658361113,,1
0,mobileWeb,United States,125668,3,6028.68212694448,,1
0,desktop,United States,125685,5,3077.45795333333,,1
0,mobileWeb,France,125694,7,2638.66234500002,,1
0,mobileWeb,United Kingdom,125706,1,2488.34383583337,,1
0,desktop,,125790,3,4870.69340805558,,1
0,desktop,France,125791,5,6069.99446333334,,1
0,mobileWeb,France,125792,7,2529.65447416663,,1
0,mobileWeb,United Kingdom,125822,1,3480.10327916668,,1
0,mobileWeb,United Arab Emirates,125855,5,4143.69312444452,,1
0,desktop,United States,125856,1,2759.70134361112,,1
0,ios,Spain,125869,1,6169.72472166666,,1
0,mobileWeb,United Kingdom,125904,1,4732.74163222214,,1
0,mobileWeb,Israel,125918,1,3232.2924522222,,1
0,desktop,United Kingdom,125935,3,5946.95163277781,,1
0,mobileWeb,Denmark,125959,7,6352.41050472221,,1
0,mobileWeb,Germany,125961,1,3720.52660027775,,1
0,desktop,Finland,125997,2,5478.27906222228,,1
0,desktop,Ireland,126021,2,4793.20106722222,,1
0,mobileWeb,Tunisia,126023,7,5219.12622527772,,1
0,desktop,Chile,126100,1,399.55154305551,,1
0,desktop,Turkey,126108,2,4317.81456611113,,1
0,mobileWeb,France,126113,1,4651.17427361111,,1
0,desktop,India,126137,1,2510.45618749998,,1
0,desktop,United States,126160,3,4397.7415577778,,1
0,mobileWeb,Italy,126171,3,4124.30866916664,,1
0,desktop,Thailand,126182,1,4408.10170555551,,1
0,mobileWeb,France,126208,7,5439.16728638887,,1
0,desktop,Denmark,126220,1,2392.22584916669,,1
0,desktop,Argentina,126262,1,2277.11337027774,,1
0,desktop,United States,126263,3,3120.57112694444,,1
0,desktop,Indonesia,126266,1,4602.96925472224,,1
0,mobileWeb,Denmark,126275,1,4716.91418305552,,1
0,desktop,Australia,126280,1,2768.11979722226,,1
0,mobileWeb,Singapore,126321,5,2339.54269666661,,1
0,mobileWeb,Germany,126336,1,2991.3807311111,,1
0,mobileWeb,France,126341,4,3323.38437749998,,1
0,mobileWeb,Turkey,126371,1,5295.56346388889,,1
0,mobileWeb,Mexico,126389,1,3614.2500502778,,1
0,desktop,United States,126403,2,5396.23021555558,,1
0,desktop,Italy,126424,5,2507.36299222219,,1
0,desktop,United States,123890,5,3434.53803638887,,1
0,desktop,Spain,126450,1,4435.78114583337,,1
0,mobileWeb,Netherlands,126471,1,4821.31510333327,,1
0,mobileWeb,Pakistan,126477,1,5364.37381916668,,1
0,desktop,Canada,126531,1,2905.68598527776,,1
0,mobileWeb,Pakistan,126544,7,3860.01176833332,,1
0,mobileWeb,Montenegro,126548,7,4913.14913777786,,1
0,mobileWeb,Italy,126572,1,3660.94556388888,,1
0,mobileWeb,Ukraine,126577,3,4914.60839083331,,1
0,mobileWeb,Italy,126589,4,4904.7571566666,,1
0,desktop,Spain,126591,1,4834.4430725,,1
0,desktop,Germany,126597,6,6096.46854972217,,1
0,mobileWeb,Italy,126619,1,3098.10037972219,,1
0,desktop,France,126631,1,3549.3109386111,,1
0,mobileWeb,Spain,126640,1,3236.99989111116,,1
0,desktop,Norway,126656,3,4629.99974638887,,1
0,mobileWeb,Italy,126682,5,2711.5036077777,,1
0,desktop,Germany,126690,3,6141.28429638886,,1
0,desktop,Spain,126712,1,2774.79658305552,,1
0,mobileWeb,Italy,126717,3,4547.39541055553,,1
0,mobileWeb,United States,126734,1,5774.10045388888,,1
0,desktop,Chile,126744,2,2292.99296611111,,1
0,desktop,United States,126755,1,5451.89743027784,,1
0,mobileWeb,Canada,126860,2,4699.21471305552,,1
0,desktop,Germany,126875,2,4512.12516055553,,1
0,desktop,United States,126878,9,4095.8055680556,,1
0,mobileWeb,United States,126883,5,6164.62830166664,,1
0,mobileWeb,India,126897,9,3147.57734944444,,1
0,desktop,France,126938,1,2921.40139111114,,1
0,desktop,Italy,127033,1,901.382220833329,,1
0,desktop,United States,127108,5,4204.31756500003,,1
0,mobileWeb,Peru,127118,1,2105.12908444449,,1
0,desktop,United States,127174,5,4081.50464805559,,1
0,mobileWeb,Australia,127231,1,5282.66352527775,,1
0,mobileWeb,United Kingdom,127236,5,5555.50081305549,,1
0,mobileWeb,Mexico,127240,4,4805.6427719444,,1
0,desktop,United States,127335,5,5145.70467777783,,1
0,mobileWeb,United States,127355,1,5577.26834944444,,1
0,desktop,Turkey,127362,1,3328.96700166666,,1
0,mobileWeb,United States,127387,1,4030.94956055557,,1
0,desktop,United States,127437,3,4854.0370666667,,1
0,mobileWeb,Netherlands,127446,1,2726.29218666669,,1
0,mobileWeb,Netherlands,127456,1,5351.42725555564,,1
0,mobileWeb,Germany,127463,1,2386.49303694448,,1
0,desktop,Iceland,127493,1,6136.46074194438,,1
0,mobileWeb,India,127544,1,3367.25964583334,,1
0,mobileWeb,Netherlands,127546,1,3281.77961138892,,1
0,mobileWeb,Spain,127585,7,3228.29107472225,,1
0,desktop,Germany,127592,3,3136.69262250001,,1
0,mobileWeb,United States,127649,1,2519.05692999996,,1
0,desktop,United Kingdom,127653,3,2563.37459277775,,1
0,mobileWeb,United States,127682,1,5164.47895138885,,1
0,mobileWeb,United States,127712,2,5928.9319063889,,1
0,mobileWeb,Germany,127738,2,5755.79125361116,,1
0,desktop,United States,127740,3,4653.78499416664,,1
0,desktop,,127763,3,5159.23242583335,,1
0,mobileWeb,Indonesia,127771,5,5118.48070222227,,1
0,mobileWeb,Germany,127803,5,5060.59448805562,,1
0,desktop,United States,127805,1,6134.87568833336,,1
0,mobileWeb,Canada,127863,1,2477.02366527775,,1
0,mobileWeb,Indonesia,127891,7,5313.00192861108,,1
0,desktop,United States,127941,5,4420.85213888885,,1
0,desktop,United States,127959,5,5878.86144499999,,1
0,mobileWeb,Iceland,127991,1,3711.6429530555,,1
0,mobileWeb,South Korea,128025,6,4616.68357972219,,1
0,desktop,United Kingdom,128035,1,2757.96557611111,,1
0,desktop,Italy,128056,5,1077.45219388889,,1
0,mobileWeb,Denmark,128114,3,2323.84350833332,,1
0,desktop,Spain,128129,3,4362.62203111115,,1
0,desktop,Australia,128130,2,3636.04850749997,,1
0,desktop,,128169,3,6129.97311749996,,1
0,mobileWeb,Indonesia,128234,1,4591.96331666666,,1
0,desktop,Italy,128253,3,4266.59026888892,,1
0,mobileWeb,Mexico,128261,1,2512.53777805553,,1
0,mobileWeb,Netherlands,128267,2,6169.02335194446,,1
0,mobileWeb,Canada,128275,1,2583.72942194442,,1
0,mobileWeb,New Zealand,128335,1,3938.64145583333,,1
0,mobileWeb,Finland,128338,3,4692.06185916672,,1
0,desktop,Netherlands,128349,8,3899.0427038889,,1
0,mobileWeb,Austria,128351,3,3561.82686638885,,1
0,mobileWeb,Australia,128358,1,2621.92801638885,,1
0,desktop,Republic of Lithuania,128359,5,3422.55968444451,,1
0,mobileWeb,Spain,128394,1,3165.75886055559,,1
0,desktop,United Kingdom,128419,5,3059.50664666668,,1
0,mobileWeb,Belarus,128428,1,3189.11388055561,,1
0,mobileWeb,Saudi Arabia,128440,7,3273.63491388888,,1
0,mobileWeb,Switzerland,128447,1,5902.3335516667,,1
0,desktop,United Kingdom,128449,1,5917.3519591667,,1
0,desktop,United States,128456,5,3280.25280083332,,1
0,desktop,Indonesia,128474,2,3890.23148583336,,1
0,mobileWeb,Australia,128490,1,5604.33580250002,,1
0,mobileWeb,Italy,128542,1,4675.87103527773,,1
0,mobileWeb,Portugal,128555,4,2600.32936500001,,1
0,mobileWeb,Cambodia,128570,1,3051.8656652777,,1
0,mobileWeb,United Kingdom,128644,1,2735.32119527774,,1
0,mobileWeb,United States,128658,5,5614.66662611108,,1
0,desktop,Spain,128661,7,6254.14860000002,,1
0,desktop,Ukraine,128669,2,6308.60794055555,,1
0,desktop,Austria,128695,3,3137.19673777779,,1
0,desktop,France,128717,1,2678.93290166667,,1
0,mobileWeb,United States,128734,5,5029.94622611109,,1
0,mobileWeb,Turkey,128735,1,4074.92405805556,,1
0,mobileWeb,United States,128761,3,4614.83370416664,,1
0,desktop,United States,128798,5,5064.10383055557,,1
0,mobileWeb,Italy,128826,5,6179.50188166666,,1
0,desktop,Poland,128929,1,5655.28630527778,,1
0,desktop,Australia,128940,1,5192.48930194438,,1
0,mobileWeb,Argentina,128952,4,6348.53236249997,,1
0,mobileWeb,United Kingdom,128962,4,2587.11004333332,,1
0,mobileWeb,New Caledonia,129005,1,5866.30325472227,,1
0,desktop,United States,129036,5,4987.36777111114,,1
0,desktop,United States,129064,3,3130.9813977778,,1
0,desktop,United States,129081,1,1891.41478111112,,1
0,mobileWeb,Brazil,129096,1,3188.37346361112,,1
0,mobileWeb,Malaysia,129098,1,3901.24869694444,,1
0,desktop,United States,129103,5,3089.09114583337,,1
0,desktop,Canada,129117,1,4372.61900416669,,1
0,desktop,Australia,129126,1,4734.5042658333,,1
0,mobileWeb,Italy,129129,2,3954.76198416663,,1
0,desktop,Italy,129132,1,4144.73906833335,,1
0,mobileWeb,United Kingdom,129160,1,3499.48830222222,,1
0,mobileWeb,Egypt,129190,1,5434.52180083329,,1
0,desktop,Slovenia,129197,1,5480.06911388889,,1
0,mobileWeb,Netherlands,129215,1,3711.87481611106,,1
0,desktop,United States,129222,5,2808.03330805554,,1
0,mobileWeb,Brazil,129225,1,4275.11238361115,,1
0,desktop,Singapore,129235,3,5493.15193250001,,1
0,android,Czechia,129252,1,4297.75866333325,,1
0,desktop,Brazil,129264,1,4530.30782888894,,1
0,mobileWeb,Italy,129307,5,4097.94800444448,,1
0,mobileWeb,France,129330,1,5088.57207027782,,1
0,mobileWeb,India,129392,1,2309.46252416668,,1
0,mobileWeb,Austria,129450,1,2518.57858333329,,1
0,mobileWeb,Germany,129549,1,5750.87119111116,,1
0,desktop,Chile,129596,1,5372.67796000006,,1
0,mobileWeb,United Arab Emirates,129604,1,5170.58824027778,,1
0,desktop,United States,129605,1,1728.34749805561,,1
0,mobileWeb,Spain,129623,1,4920.38090444449,,1
0,mobileWeb,Netherlands,129661,2,2699.36574500002,,1
0,desktop,Germany,129679,1,4582.05364500004,,1
0,mobileWeb,Brazil,129695,5,5332.0204813889,,1
0,desktop,Austria,129729,3,3231.31099527777,,1
0,desktop,United States,129765,3,4716.24079694448,,1
0,desktop,Singapore,129800,5,5651.95117638889,,1
0,desktop,Greece,129808,7,3129.90463277779,,1
0,mobileWeb,Ireland,129821,1,3930.2765522222,,1
0,ios,United States,129834,6,5533.91578416666,,1
0,mobileWeb,Panama,129843,1,3135.64778972219,,1
0,desktop,United States,129849,5,5217.18670000008,,1
0,mobileWeb,Netherlands,129856,1,3931.77398972219,,1
0,desktop,Netherlands,129875,1,5817.81861777778,,1
0,desktop,United States,129882,5,4861.43319722224,,1
0,mobileWeb,Canada,129902,1,3213.87238999998,,1
0,mobileWeb,Morocco,129918,1,870.975679722207,,1
0,desktop,Indonesia,129958,1,3495.86490333325,,1
0,desktop,Canada,129962,9,3523.69935166667,,1
0,desktop,,129965,6,4712.46707138891,,1
0,mobileWeb,United Kingdom,129987,1,4932.34310277773,,1
0,mobileWeb,Indonesia,130002,1,4515.876055,,1
0,mobileWeb,Russia,130003,7,3391.49595361116,,1
0,mobileWeb,Russia,130037,1,3261.61589888885,,1
0,mobileWeb,Turkey,130060,1,4414.15386027785,,1
0,mobileWeb,United Kingdom,130083,5,3303.07417611108,,1
0,mobileWeb,France,130108,7,2394.02775777777,,1
0,mobileWeb,United States,130109,1,2421.06352916668,,1
0,mobileWeb,Mexico,130114,1,4928.4357147222,,1
0,desktop,Germany,130145,1,5077.10163277778,,1
0,mobileWeb,France,130193,1,5109.6768402778,,1
0,desktop,Netherlands,130202,7,3358.08488444448,,1
0,desktop,United States,130248,3,6016.55369166669,,1
0,mobileWeb,Singapore,130263,3,5961.55296166666,,1
0,desktop,Slovakia,130285,1,2346.49438833329,,1
0,desktop,Germany,130316,1,4130.32718138892,,1
0,mobileWeb,Thailand,130338,1,6302.74814222223,,1
0,desktop,Thailand,130341,1,5031.59214361111,,1
0,mobileWeb,United Kingdom,130353,7,5924.94589388889,,1
0,mobileWeb,Italy,130415,5,2924.25892833335,,1
0,mobileWeb,India,130419,3,2604.29039138887,,1
